Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24
Switzerland Ticino;353343;2812;1211;342.7264725776;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;4;5;5;5;5;5;5;5;5;180;258;265;291;330;422;511;638;834;918;939;1165;1211
Switzerland Uri;36433;1077;25;68.6191090495;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;5;7;7;12;12;22;25
Switzerland Valais;343955;5224;544;158.160224448;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;3;5;5;7;12;18;22;22;22;22;22;22;95;95;232;282;359;432;492;544
Switzerland Vaud;799145;3212;2234;279.5487677455;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;30;40;51;77;108;156;204;350;406;508;608;796;1212;1432;1676;1782;2162;2234
Switzerland Zug;126837;239;72;56.7657702405;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;3;3;3;3;3;3;13;13;13;24;24;24;24;48;48;48;62;72
Switzerland Zurich;1520968;1729;1211;79.6203470421;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;9;9;19;26;30;37;40;49;59;92;140;140;140;270;294;424;526;773;773;773;1068;1211
Syria;17500658;183630;1;0.0057140709;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
Taiwan;23816775;35410;215;0.9027250751;;1;1;3;3;4;5;8;8;9;10;10;10;10;11;11;16;16;17;18;18;18;18;18;18;18;20;22;22;23;24;26;26;28;30;31;32;32;34;39;40;41;42;42;44;45;45;45;45;47;48;49;50;53;59;67;77;100;108;135;153;169;195;215
Tanzania;59734218;885800;12;0.0200889882;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;6;6;6;12;12;12
Thailand;69799978;510890;827;1.184814127;;2;3;5;7;8;8;14;14;14;19;19;19;19;25;25;25;25;32;32;32;33;33;33;33;33;34;35;35;35;35;35;35;35;35;37;40;40;41;42;42;43;43;43;47;48;50;50;50;53;59;70;75;82;114;147;177;212;272;322;411;599;721;827
Togo;8278724;54390;20;0.2415831232;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;16;16;18;20
Trinidad and Tobago;1399488;5130;57;4.0729180958;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;5;7;9;9;49;50;51;57
Tunisia;11818619;155360;114;0.9645797026;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;5;7;7;16;18;18;20;24;29;39;54;60;75;89;114
Turkey;84339067;769630;1872;2.2196119386;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;5;6;18;47;98;192;359;670;1236;1529;1872
US;331002651;9147420;53740;16.2355195155;;1;1;2;2;5;5;5;5;5;7;8;8;11;11;11;11;11;11;11;11;12;12;13;13;13;13;13;13;13;13;15;15;15;51;51;57;58;60;68;74;98;118;149;217;262;402;518;583;959;1281;1663;2179;2727;3499;4632;6421;7783;13677;19100;25489;33276;43847;53740
US Alabama;4903185;131171;215.0;4.3849049138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;12.0;28.0;36.0;46.0;68.0;81.0;124.0;138.0;167.0;215.0
US Alaska;731545;1477953;36.0;4.9210916622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;3.0;6.0;6.0;12.0;14.0;22.0;22.0;36.0
US Arizona;7278717;294207;357.0;4.9047105417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;3.0;5.0;5.0;5.0;6.0;9.0;9.0;9.0;12.0;12.0;18.0;20.0;28.0;44.0;65.0;104.0;152.0;265.0;357.0
US Arkansas;3017804;134771;218.0;7.2237958463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;6.0;9.0;12.0;16.0;22.0;22.0;33.0;46.0;96.0;118.0;165.0;174.0;218.0
US California;39512223;403466;2102.0;5.3198727897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.0;53.0;60.0;69.0;88.0;114.0;133.0;157.0;202.0;202.0;252.0;293.0;335.0;483.0;611.0;924.0;1063.0;1279.0;1536.0;1733.0;2102.0
US Colorado;5758736;268431;720.0;12.5027436576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;8.0;8.0;9.0;12.0;28.0;45.0;72.0;101.0;131.0;131.0;160.0;183.0;216.0;277.0;363.0;475.0;591.0;720.0
US Connecticut;3565287;12542;618.0;17.3338079094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;2.0;3.0;6.0;6.0;11.0;20.0;26.0;41.0;68.0;96.0;194.0;194.0;223.0;415.0;618.0
US Delaware;973764;5047;91.0;9.3451801463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;1.0;4.0;4.0;6.0;6.0;8.0;16.0;25.0;30.0;38.0;45.0;56.0;68.0;91.0
US District of Columbia;705749;158;137.0;19.4120005838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;1.0;1.0;5.0;4.0;10.0;10.0;10.0;16.0;17.0;22.0;31.0;39.0;71.0;77.0;98.0;116.0;137.0
US Florida;21477737;138887;1412.0;6.5742494193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;9.0;9.0;14.0;17.0;18.0;19.0;28.0;32.0;50.0;77.0;116.0;141.0;186.0;314.0;390.0;520.0;658.0;830.0;1171.0;1412.0
US Georgia;10617423;148959;1026.0;9.6633618158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;2.0;6.0;7.0;12.0;17.0;22.0;31.0;42.0;66.0;99.0;121.0;146.0;197.0;287.0;420.0;507.0;600.0;772.0;1026.0
US Guam;162742;543;32.0;19.6630249106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;5.0;8.0;12.0;14.0;15.0;27.0;29.0;32.0
US Hawaii;1415872;16635;77.0;5.4383447091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;7.0;10.0;14.0;16.0;26.0;37.0;48.0;56.0;77.0
US Idaho;1787065;214045;50.0;2.7978836808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;5.0;7.0;9.0;11.0;23.0;31.0;42.0;47.0;50.0
US Illinois;12671821;143793;1551.0;12.2397562276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;5.0;5.0;6.0;6.0;7.0;19.0;19.0;25.0;32.0;46.0;64.0;93.0;160.0;289.0;426.0;590.0;759.0;1058.0;1285.0;1551.0
US Indiana;6732219;92789;365.0;5.421689342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;2.0;2.0;6.0;10.0;12.0;12.0;15.0;19.0;24.0;30.0;39.0;56.0;79.0;126.0;201.0;259.0;365.0
US Iowa;3155070;144669;124.0;3.9301822147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;3.0;8.0;13.0;14.0;16.0;17.0;18.0;22.0;23.0;29.0;38.0;45.0;68.0;90.0;105.0;124.0
US Kansas;2913314;211754;98.0;3.3638667167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;1.0;4.0;6.0;6.0;8.0;11.0;15.0;16.0;34.0;44.0;55.0;64.0;82.0;98.0
US Kentucky;4467673;102269;124.0;2.7754940883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;4.0;6.0;8.0;8.0;11.0;14.0;16.0;21.0;22.0;26.0;35.0;47.0;54.0;99.0;104.0;124.0
US Louisiana;4648794;111898;1388.0;29.8572059764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;6.0;14.0;36.0;69.0;91.0;114.0;171.0;240.0;347.0;479.0;585.0;837.0;1172.0;1388.0
US Maine;1344212;79883;125.0;9.2991284113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;1.0;3.0;3.0;3.0;17.0;32.0;43.0;53.0;57.0;73.0;89.0;107.0;125.0
US Maryland;6045680;25142;349.0;5.7727170475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3.0;3.0;3.0;5.0;6.0;9.0;12.0;17.0;26.0;31.0;37.0;57.0;85.0;107.0;149.0;190.0;244.0;288.0;349.0
US Massachusetts;6892503;20202;1159.0;16.8153717162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;8.0;13.0;13.0;41.0;92.0;92.0;95.0;123.0;138.0;138.0;164.0;218.0;256.0;328.0;413.0;525.0;646.0;777.0;1159.0
US Michigan;9986857;146435;1791.0;17.9335700912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;16.0;25.0;33.0;53.0;65.0;80.0;336.0;549.0;787.0;1035.0;1328.0;1791.0
US Minnesota;5639632;206232;262.0;4.6456931942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;2.0;3.0;5.0;9.0;14.0;21.0;35.0;54.0;60.0;77.0;89.0;115.0;138.0;169.0;235.0;262.0
US Mississippi;2976149;121531;320.0;10.752149842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;1.0;4.0;6.0;10.0;12.0;21.0;34.0;50.0;80.0;140.0;207.0;249.0;320.0
US Missouri;6137428;178040;183.0;2.98170504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;1.0;1.0;1.0;2.0;4.0;5.0;6.0;8.0;13.0;24.0;47.0;73.0;90.0;183.0;183.0
US Montana;1068778;376962;46.0;4.303980808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;1.0;1.0;5.0;7.0;7.0;8.0;10.0;12.0;16.0;20.0;31.0;34.0;46.0
US Nebraska;1934408;198974;52.0;2.6881609257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;3.0;3.0;5.0;10.0;13.0;14.0;17.0;18.0;21.0;24.0;27.0;32.0;38.0;48.0;50.0;52.0
US Nevada;3080156;284332;278.0;9.0255168894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;0.0;5.0;7.0;11.0;20.0;21.0;45.0;55.0;55.0;95.0;109.0;124.0;190.0;245.0;278.0
US New Hampshire;1359711;23187;101.0;7.4280490487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;2.0;2.0;4.0;4.0;4.0;4.0;6.0;6.0;7.0;13.0;13.0;17.0;26.0;39.0;44.0;55.0;65.0;78.0;101.0
US New Jersey;8882190;19047;3675.0;41.3749311825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;4.0;6.0;11.0;15.0;24.0;30.0;50.0;50.0;98.0;178.0;267.0;427.0;742.0;890.0;1327.0;1914.0;2844.0;3675.0
US New Mexico;2096829;314161;83.0;3.9583580731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;3.0;5.0;10.0;10.0;13.0;17.0;23.0;28.0;35.0;43.0;57.0;57.0;65.0;83.0
US New York;19453561;122057;25665.0;131.9295732026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;22.0;33.0;76.0;105.0;142.0;173.0;216.0;216.0;421.0;524.0;729.0;950.0;1700.0;2382.0;4152.0;7102.0;10356.0;15168.0;20875.0;25665.0
US North Carolina;10488084;125920;398.0;3.7947827268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;2.0;2.0;2.0;2.0;7.0;7.0;12.0;15.0;23.0;32.0;33.0;40.0;63.0;97.0;137.0;184.0;255.0;297.0;398.0
US North Dakota;762062;178711;34.0;4.4615792416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;3.0;6.0;15.0;20.0;28.0;28.0;30.0;34.0
US Ohio;11689100;105829;564.0;4.8250079134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;3.0;3.0;4.0;5.0;13.0;13.0;36.0;50.0;67.0;88.0;119.0;169.0;247.0;351.0;442.0;564.0
US Oklahoma;3956971;177660;106.0;2.678816701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;2.0;2.0;3.0;3.0;4.0;9.0;10.0;17.0;29.0;44.0;49.0;53.0;67.0;81.0;106.0
US Oregon;4217737;248608;209.0;4.9552639247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;3.0;7.0;14.0;14.0;15.0;19.0;19.0;30.0;30.0;36.0;39.0;47.0;75.0;88.0;114.0;114.0;161.0;191.0;209.0
US Pennsylvania;12801989;115883;851.0;6.6474045557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;4.0;7.0;12.0;15.0;22.0;33.0;47.0;63.0;76.0;96.0;133.0;185.0;268.0;371.0;479.0;644.0;851.0
US Puerto Rico;3193694;8868;39.0;1.2211564414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5.0;5.0;5.0;14.0;21.0;23.0;31.0;39.0
US Rhode Island;1059361;2678;106.0;10.0060319381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;3.0;3.0;3.0;5.0;5.0;14.0;20.0;20.0;21.0;21.0;33.0;33.0;54.0;66.0;83.0;106.0;106.0
US South Carolina;5148714;77857;298.0;5.7878530445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;2.0;2.0;7.0;7.0;9.0;10.0;12.0;13.0;19.0;28.0;33.0;60.0;60.0;81.0;152.0;195.0;299.0;298.0
US South Dakota;884659;196350;30.0;3.39113715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;5.0;8.0;9.0;9.0;9.0;10.0;11.0;11.0;11.0;14.0;14.0;21.0;28.0;30.0
US Tennessee;6829174;106798;667.0;9.7669205676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;3.0;3.0;7.0;7.0;18.0;26.0;32.0;39.0;52.0;73.0;98.0;154.0;228.0;371.0;505.0;615.0;667.0
US Texas;28995881;676587;410.0;1.4139939393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;5.0;8.0;8.0;12.0;13.0;21.0;23.0;39.0;51.0;56.0;57.0;64.0;83.0;143.0;194.0;304.0;334.0;352.0;410.0
US Utah;3205958;212818;299.0;9.3263854361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;2.0;2.0;4.0;6.0;6.0;28.0;39.0;51.0;63.0;78.0;112.0;136.0;181.0;257.0;299.0
US Vermont;623989;23871;95.0;15.2246273572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;4.0;4.0;8.0;10.0;19.0;22.0;29.0;29.0;52.0;75.0;95.0
US Virgin Islands;104425;350;17.0;16.2796265262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;2.0;2.0;3.0;3.0;6.0;6.0;17.0;17.0
US Virginia;8535519;102279;290.0;3.3975672715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;2.0;3.0;8.0;9.0;17.0;30.0;30.0;45.0;51.0;67.0;77.0;94.0;114.0;152.0;219.0;254.0;290.0
US Washington;7614893;172119;2221.0;29.1665293262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.0;70.0;79.0;102.0;102.0;136.0;162.0;267.0;337.0;457.0;568.0;642.0;769.0;904.0;1012.0;1187.0;1376.0;1524.0;1793.0;1996.0;2221.0
US West Virginia;1792147;62259;20.0;1.1159798833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;7.0;11.0;12.0;16.0;20.0
US Wisconsin;5822434;140268;457.0;7.8489511431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;8.0;19.0;19.0;33.0;47.0;72.0;106.0;155.0;206.0;281.0;385.0;416.0;457.0
US Wyoming;578759;251470;29.0;5.0107212156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;3.0;10.0;15.0;18.0;19.0;23.0;24.0;26.0;29.0
Uganda;45741007;199810;9;0.0196759988;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;9;9
Ukraine;43733762;579320;97;0.2217966065;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;3;3;3;7;14;14;16;29;47;73;73;97
United Arab Emirates;9890402;83600;248;2.5074814957;;0;0;0;0;0;0;0;4;4;4;4;5;5;5;5;5;5;7;7;8;8;8;8;8;8;9;9;9;9;9;9;13;13;13;13;13;13;19;21;21;21;27;27;29;29;45;45;45;74;74;85;85;85;98;98;98;113;140;140;153;153;198;248
United Kingdom;67886011;241930;8077;11.8978857073;;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;3;3;3;8;8;9;9;9;9;9;9;9;9;9;9;9;9;13;13;13;15;20;23;36;40;51;85;115;163;206;273;321;382;456;456;798;1140;1140;1543;1950;2626;2689;3983;5018;5683;6650;8077
United Kingdom Cayman Islands;65722;240;6;9.1293630748;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;3;3;5;6
United Kingdom Isle of Man;84497;570;23;27.2199012983;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;13;23
United Kingdom Montserrat;4992;100;1;20.0320512821;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
Uruguay;3473730;175020;162;4.6635748892;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;8;29;50;79;94;110;158;162;162
Uzbekistan;33469203;425400;50;0.1493910686;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;10;15;23;33;43;43;46;50
Vatican;801;0.44;4;499.3757802747;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
Venezuela;28435940;882050;84;0.2954008202;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;17;33;36;42;42;70;70;77;84
Vietnam;97338579;310070;134;0.1376638136;;0;2;2;2;2;2;2;2;2;2;6;6;8;8;8;10;10;13;13;14;15;15;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;18;30;30;31;38;39;47;53;56;61;66;75;85;91;94;113;123;134
Zambia;18383955;743390;3;0.0163185778;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;3;3
Zimbabwe;14862924;386850;3;0.0201844536;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;3
