Country/Region;Population;Area;Maximum;Per 100,000 inh.;% Confirmed;% aCFR;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11
Liechtenstein;38128;160;1;2.6227444398;0.012195122;0.012195122;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Lithuania;2722289;62674;74;2.7183006654;0.0422374429;0.0436835891;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;4;4;5;7;7;7;8;8;9;9;11;13;15;15;15;16;22;23;23;24;29;30;32;33;33;35;37;38;38;40;40;41;41;41;44;45;45;45;46;46;46;46;48;49;49;49;50;50;50;54;54;54;55;56;59;60;60;61;61;63;63;63;65;66;68;68;70;70;70;71;71;71;71;71;71;71;72;74;74
Luxembourg;625978;2590;110;17.572502548;0.0271470879;0.027281746;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;4;4;8;8;8;8;8;9;15;18;21;22;23;29;30;31;31;36;41;44;46;52;54;62;66;69;67;69;69;72;72;73;75;78;80;83;85;85;88;88;89;89;90;92;92;96;96;96;98;100;100;101;101;101;102;103;103;104;104;107;107;109;109;109;109;109;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110
MS Zaandam;Not defined;Not defined;2;0;0.2222222222;0.2222222222;Missing Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Madagascar;27691018;581795;10;0.036112793;0.008312552;0.0102564103;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;5;6;6;6;6;6;7;7;8;9;9;9;10;10
Malawi;19129952;94280;4;0.0209096186;0.0083160083;0.0097799511;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Malaysia;32365999;328550;118;0.3645801262;0.0140996535;0.0142753448;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;4;10;14;16;20;23;26;27;35;37;43;45;50;53;57;61;62;63;65;67;70;73;76;77;82;83;84;86;88;89;89;92;93;95;96;98;98;99;100;100;102;103;103;105;105;106;107;107;107;108;108;109;109;111;112;112;113;113;113;114;114;114;115;115;115;115;115;115;115;115;115;115;115;115;115;115;116;117;117;117;117;118;118
Maldives;540544;300;8;1.4799905281;0.004048583;0.0042485396;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;6;7;7;7;7;8;8;8;8;8;8
Mali;20250833;1220190;97;0.4789926419;0.056329849;0.0653198653;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;3;3;3;5;5;5;7;7;7;7;9;10;13;13;13;13;13;14;14;14;17;21;21;21;23;23;24;25;26;26;26;27;29;32;32;32;35;37;38;39;40;44;46;46;48;52;52;53;55;60;62;63;65;67;70;70;72;73;76;77;78;78;79;85;87;90;90;92;94;96;97
Malta;441543;320;9;2.0383065749;0.0140625;0.0144;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Mauritania;4649658;1030700;74;1.5915149028;0.0514246004;0.0838052095;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;4;4;4;4;4;5;6;6;6;9;13;16;19;20;20;23;23;31;34;39;43;49;55;59;61;71;74
Mauritius;1271768;2030;10;0.7863069365;0.0296735905;0.0296735905;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;3;3;5;6;7;7;7;7;7;7;7;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
Mexico;128932753;1943950;15944;12.3661363222;0.1190081658;0.1449112028;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;4;5;6;8;12;16;20;28;29;37;50;60;79;94;125;141;174;194;233;273;296;332;406;449;486;546;650;686;712;857;970;1069;1221;1305;1351;1434;1569;1732;1859;1972;2061;2154;2271;2507;2704;2961;3160;3353;3465;3573;3926;4220;4477;4767;5045;5177;5332;5666;6090;6510;6989;7179;7394;7633;8134;8597;9044;9415;9779;9930;10167;10637;11729;12545;13170;13511;13699;14053;14649;15357;15944
Moldova;4033963;32850;375;9.2960693988;0.0349585159;0.0405536931;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;2;2;2;2;4;5;6;8;12;15;19;22;27;29;29;30;31;35;40;46;54;56;57;67;70;72;75;80;84;94;96;102;103;111;116;122;124;125;132;136;143;145;150;161;169;175;182;185;194;202;207;211;217;221;228;233;237;242;250;261;267;274;282;288;291;295;305;307;310;315;323;331;341;353;365;371;375
Monaco;39242;1;4;10.1931603894;0.0404040404;0.0404040404;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Mongolia;3278290;1553560;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montenegro;628066;13450;9;1.4329704203;0.0277777778;0.0277777778;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;4;4;4;5;5;5;5;5;5;5;6;6;7;7;7;7;7;7;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Morocco;36910560;446300;211;0.5716521234;0.0247159424;0.026142981;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;3;3;4;4;5;6;11;23;25;26;33;36;39;44;48;59;70;80;90;93;97;107;111;118;126;126;127;130;135;137;141;143;145;149;155;158;159;161;162;165;168;170;171;173;174;179;181;183;183;186;186;188;188;188;188;190;190;192;192;192;193;194;196;197;198;199;200;202;202;202;202;204;205;205;206;206;208;208;208;208;208;210;211;211
Mozambique;31255435;786380;2;0.0063988871;0.0040899796;0.0056497175;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Myanmar;54409800;653290;6;0.0110274252;0.0230769231;0.025210084;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;3;3;3;3;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
Namibia;2540905;823290;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nepal;29136808;143350;15;0.0514812741;0.0032509753;0.0051510989;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;3;3;3;3;4;4;4;5;6;6;8;8;8;9;10;11;13;13;14;15;15;15
Netherlands;17134872;33720;6044;35.2730968752;0.1252616526;0.1281812012;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;4;5;5;10;12;20;24;43;58;76;106;136;179;213;276;356;434;546;639;771;864;1039;1173;1339;1487;1651;1766;1867;2101;2248;2396;2511;2643;2737;2823;2945;3134;3315;3459;3601;3684;3751;3916;4054;4177;4289;4409;4475;4518;4566;4711;4795;4893;4987;5056;5082;5168;5204;5288;5359;5422;5440;5456;5510;5562;5590;5643;5670;5680;5694;5715;5748;5775;5788;5811;5822;5830;5856;5871;5903;5931;5951;5956;5962;5967;5977;5990;6005;6011;6013;6016;6031;6042;6044
Netherlands Aruba;106766;180;3;2.8098832962;0.0297029703;0.0297029703;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Netherlands Curacao;164093;444;1;0.6094105172;0.0454545455;0.0469798658;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
New Caledonia;285498;18280;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
New Zealand;4822233;263310;22;0.4562201785;0.0146276596;0.0146276596;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;2;4;4;5;9;9;9;11;11;12;12;13;14;17;18;18;19;19;19;19;19;20;20;20;20;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
Nicaragua;6624554;120340;55;0.8302445719;0.037568306;0.0434341155;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;8;8;8;8;8;8;8;17;17;17;17;17;17;17;35;35;35;35;35;35;35;46;46;46;46;46;46;46;55;55;55
Niger;24206644;1266700;65;0.26852132;0.0667351129;0.0672877847;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;5;5;5;8;10;10;11;11;11;11;11;12;12;14;14;14;18;19;20;20;20;22;24;24;27;29;29;31;32;32;33;35;36;37;38;38;42;44;45;46;46;47;49;50;51;51;54;55;55;58;60;60;61;61;62;63;63;64;64;64;64;65;65;65;65;65;65;65;65;65;65;65
Nigeria;206139589;910770;387;0.1877368641;0.026590628;0.032674772;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;2;4;4;5;5;6;6;7;7;10;10;10;11;12;13;17;19;21;22;22;28;31;32;35;40;40;44;51;58;68;85;87;93;98;103;107;117;128;143;150;158;164;167;171;176;182;191;192;200;211;221;221;226;233;249;254;259;261;273;287;299;314;315;323;333;342;354;361;365;382;387
North Macedonia;2083374;25220;169;8.1118416569;0.0477671001;0.0605734767;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;3;3;4;6;7;9;11;11;12;17;18;23;26;29;30;32;34;34;38;44;45;46;49;49;51;54;55;56;56;57;59;61;65;71;73;77;81;82;84;85;86;88;89;90;91;91;91;92;95;95;97;98;101;104;106;110;111;112;113;113;113;116;119;121;126;131;133;140;141;145;147;149;151;153;156;157;164;169
Northern Mariana Islands;57559;460;2;3.4746955298;0.0666666667;0.0759493671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Norway;5421241;365268;242;4.4639225594;0.0281133829;0.0283970899;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;6;7;7;7;7;10;12;14;14;19;23;25;32;39;44;50;59;62;71;76;89;101;108;113;119;128;134;139;150;152;161;164;165;181;182;187;194;199;201;201;205;206;207;210;210;211;211;214;215;216;217;218;219;219;224;228;229;232;232;232;232;233;233;234;235;235;235;235;235;235;235;236;236;236;236;236;237;237;238;238;238;238;239;239;239;242
Oman;5106626;309500;89;1.7428337223;0.0044602586;0.0058995095;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;3;3;3;4;4;4;4;4;6;6;7;7;8;8;9;10;10;10;10;10;10;11;11;12;12;12;13;13;15;16;17;17;17;17;17;18;20;21;22;25;27;30;31;34;36;37;37;37;39;40;40;42;49;50;59;67;67;72;72;75;81;83;84;89
Pakistan;220892340;770880;2463;1.1150228206;0.0195580189;0.0262068672;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;5;6;7;8;9;11;12;14;21;26;27;34;40;41;47;53;57;61;65;66;86;91;93;96;111;128;135;143;168;176;201;212;237;253;269;281;292;312;343;385;417;440;457;476;514;564;585;599;636;659;706;737;761;770;834;834;873;903;939;985;1017;1067;1101;1133;1167;1197;1225;1260;1317;1395;1483;1543;1621;1688;1770;1838;1935;2002;2067;2172;2255;2255;2463
Palestinian Territory;5101414;6020;3;0.0588072248;0.0061601643;0.0064285714;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Panama;4314767;74340;418;9.6876610023;0.0224900463;0.0270322706;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;3;6;6;8;8;9;14;17;24;30;30;32;37;41;46;54;55;59;63;66;74;79;87;94;95;103;109;116;120;126;136;141;146;154;159;165;167;167;178;188;192;197;197;200;210;218;225;231;237;244;249;252;256;260;266;269;275;279;281;287;291;295;299;306;310;313;315;320;326;330;336;344;352;357;363;370;386;393;398;403;413;418
Papua New Guinea;8947024;452860;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paraguay;7132538;397300;11;0.1542228026;0.0089430894;0.0101195952;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;6;6;6;6;7;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
Peru;32971854;1280000;6088;18.4642331608;0.0283442278;0.0324866596;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;5;5;7;9;9;11;16;18;24;30;38;55;61;73;83;92;107;121;138;169;181;193;216;230;254;274;300;348;400;445;484;530;572;634;700;728;782;854;943;1051;1124;1200;1286;1344;1444;1533;1627;1714;1814;1889;1961;2057;2169;2267;2392;2523;2648;2789;2914;3024;3148;3244;3373;3456;3629;3788;3983;4099;4230;4371;4506;4634;4634;4894;5031;5162;5301;5465;5571;5738;5903;6088
